Number,Name,Theme - Subtheme,Year,Pieces,Minifigs
2149-1,Color Line Container Lorry,Town - Special,1997,191,1
2151-1,Robo Raider,Space - RoboForce,1997,136,1
2152-1,Robo Raptor,Space - RoboForce,1997,221,1
2153-1,Robo Stalker,Space - RoboForce,1997,280,2
2154-1,Robo Master,Space - RoboForce,1997,366,2
2160-1,Crystal Scavenger,Aquazone - Aquaraiders,1997,110,1
2161-1,Aqua Dozer,Aquazone - Aquaraiders,1997,136,1
2162-1,Hydro Reef Wrecker,Aquazone - Aquaraiders,1997,287,2
2163-1,Toucan,Basic,1997,9,
2164-1,Whale,Basic,1997,9,
2165-1,Rhinocerous,Basic,1997,10,
2166-1,Elephant,Basic,1997,10,
2167-1,Penguin,Basic,1997,8,
2168-1,Rattle,Primo,1997,2,
2181-1,Infomaniac,Town - Special,1997,4,1
2184-1,XL Bulk Bucket,Basic,1997,1000,
2186-1,Freestyle Set,Freestyle,1997,73,1
2187-1,Freestyle Set,Freestyle,1997,60,1
2188-1,Freestyle Set,Freestyle,1997,56,1
2189-1,Pony Set,Duplo,1997,3,
2195-1,JUBEL 3+ BULK,Basic,1997,228,
2199-1,Large Bulk Bucket,Basic,1997,466,
2241-1,Basic Set,Duplo,1997,32,
2242-1,Extra Bricks (S),Duplo,1997,50,
2245-1,Farmhouse Bucket,Duplo,1997,46,1
2246-1,Large Basic Set,Duplo,1997,,
2247-1,Extra Bricks (M),Duplo,1997,99,
2249-1,Basic Set,Duplo,1997,,
2251-1,Horse 'n' Home,Duplo,1997,72,
2252-1,Basic Cannister Set,Duplo,1997,36,1
2261-1,Happy Gardener,Duplo,1997,10,1
2262-1,Basic Set,Duplo,1997,20,1
2264-1,Medium Bucket,Duplo,1997,48,1
2265-1,Large Puppy Clearpack,Duplo,1997,71,
2266-1,Extra Large Value Bucket,Duplo,1997,91,2
2581-1,School Bus,Duplo,1997,70,
2601-1,Mother & Baby,Duplo,1997,7,
2602-1,Dinosaurs Family Home,Duplo,1997,27,2
2603-1,Dinosaur Tub,Duplo,1997,70,2
2604-1,Dino World,Duplo,1997,58,4
2605-1,Dinosaur Park,Duplo,1997,42,4
2606-1,Dump Truck,Duplo,1997,6,1
2607-1,Speed Car,Duplo,1997,4,1
2684-1,Dinghy,Duplo,1997,3,1
2687-1,Harbour,Duplo,1997,47,3
2761-1,Pony Stables,Duplo,1997,41,2
2762-1,Family Fun Playground,Duplo,1997,46,3
2805-1,Pony Club,Duplo,1997,13,2
2806-1,Dino Mini Set,Duplo,1997,4,1
2840-1,Girl,Basic,1997,10,
2841-1,Boy,Basic,1997,9,
2842-1,Girl,Basic,1997,8,
2844-1,Doggy,Basic,1997,8,
2845-1,Indian Chief,Western - Indians,1997,20,1
2846-1,Indian Kayak,Western - Indians,1997,18,1
2847-1,Flyer,Space - UFO,1997,15,1
2848-1,Flying Machine,Castle - Fright Knights,1997,19,1
2849-1,Helicopter,Town - Flight,1997,20,1
2851-1,Medium Dino Bucket,Duplo,1997,31,1
2852-1,Large Dino Bucket,Duplo,1997,57,2
2870-1,Paradisa Barbeque,Town - Paradisa,1997,19,1
2871-1,Diver and Shark,Town - Divers,1997,16,1
2872-1,Witch and Fireplace,Castle - Fright Knights,1997,19,1
2873-1,Christmas Set,Basic - Seasonal,1997,9,
2874-1,Christmas Set,Basic - Seasonal,1997,9,
2875-1,Mouse,Basic,1997,9,
2876-1,Christmas Set,Basic - Seasonal,1997,9,
2877-1,Snowman,Basic,1997,9,
2878-1,Santa Claus,Basic - Seasonal,1997,16,
2880-1,Open-Top Jeep,Town - Vehicles,1997,29,
2881-1,Parking Gate Attendant,Town - Vehicles,1997,19,1
2882-1,Speedboat,Town - Boats,1997,22,1
2883-1,Swamp Racer,Town - Boats,1997,28,
2884-1,Microlight,Town - Flight,1997,20,1
2885-1,Ice Cream Seller,Town - Shops and Services,1997,27,1
2886-1,Formula 1 Racing Car,Town - Racing,1997,25,
2887-1,Petrol Station Attendant and Pump,Town - Shops and Services,1997,15,1
3200-1,Beauty Studio,Scala,1997,31,1
3201-1,Living Room,Scala,1997,31,1
3202-1,Laundry Room,Scala,1997,42,1
3203-1,Dressing Table,Scala,1997,18,1
3240-1,Ashley's Miniature Garden,Scala,1997,54,1
3241-1,Nursery,Scala,1997,54,2
3242-1,Bathroom,Scala,1997,76,1
3243-1,Kitchen,Scala,1997,92,2
3270-1,Dream Cottage,Scala,1997,120,1
3290-1,The Big Family House,Scala,1997,265,3
4055-1,Value Bucket Medium,Freestyle,1997,322,
4128-1,XL Value Bucket,Freestyle,1997,650,
4129-1,Trial Size Bag,Freestyle,1997,27,
4137-1,"Freestyle Clearpack (S), 3+",Freestyle,1997,131,
4138-1,Value Set with Carry Bag,Freestyle,1997,400,
4139-1,"Freestyle Bucket, 3+",Freestyle,1997,249,
4148-1,Large Clearpack,Freestyle,1997,219,
4157-1,Trial Size Bag 5+,Freestyle,1997,33,
4158-1,Building Set 5+,Freestyle,1997,128,1
4168-1,Funimal,Freestyle,1997,,
4169-1,"Freestyle Gift Item, 3+",Freestyle,1997,,
5024-1,"Duplo Start / Stop Rail, Single Rail, Change of Direction Switch",Service Packs - Duplo,1997,4,
5026-1,"Toolo Loader, Hook and Turntable",Service Packs - Toolo,1997,3,
5201-1,Angle Bricks Assorted,Service Packs - Technic,1997,20,
5202-1,"Angle Beams, Red and Blue",Service Packs - Technic,1997,8,
5227-1,Fibre Optic Cables,Service Packs,1997,8,
5228-1,"Technic Beams and Plates with Holes, Black",Service Packs - Technic,1997,26,
5229-1,Technic Gear Wheels and Differential Housing,Service Packs - Technic,1997,23,
5391-1,Battery Box 9V For Electric System,Service Packs,1997,1,
5392-1,Western Accessories,Service Packs - Western,1997,34,
5393-1,Headgear (Hats and Hair),Service Packs,1997,31,
5394-1,3 Horses and Saddles,Service Packs,1997,12,
5561-1,Big Foot 4 x 4,Model Team,1997,761,
5731-1,LEGO Island,Gear - Video Games/PC,1997,,
5821-1,Pamela's Picnic Time,Belville,1997,9,1
5822-1,Jennifer and Foal,Belville,1997,5,1
5853-1,Lucinda and Cressida,Belville,1997,5,1
5854-1,Pony Trekking,Belville,1997,47,2
5855-1,Riding Stables,Belville,1997,148,3
5874-1,Nursery,Belville,1997,62,3
6004-1,Crossbow Cart,Castle - Fright Knights,1997,20,1
6006-1,Crossbow Cart,Castle - Fright Knights,1997,20,
6007-1,Bat Lord,Castle - Fright Knights,1997,12,1
6027-1,Bat Lord's Catapult,Castle - Fright Knights,1997,55,2
6037-1,Witch's Windship,Castle - Fright Knights,1997,56,1
6047-1,Traitor Transport,Castle - Fright Knights,1997,139,3
6087-1,Witch's Magic Manor,Castle - Fright Knights,1997,250,6
6097-1,Night Lord's Castle,Castle - Fright Knights,1997,601,8
6099-1,Traitor Transport,Castle - Fright Knights,1997,140,3
6204-1,Buccaneers,Pirates - Accessories,1997,36,5
6249-1,Pirates Ambush,Pirates,1997,156,3
6250-1,Cross Bone Clipper,Pirates,1997,154,3
6281-1,Pirates Perilous Pitfall,Pirates,1997,395,6
6320-1,"Road Plates, Junction",Town - Accessories,1997,2,
6321-1,"Road Plates, Curved",Town - Accessories,1997,2,
6322-1,"Road Plates, Straight",Town - Accessories,1997,2,
6323-1,"Road Plates, Cross",Town - Accessories,1997,2,
6400-1,Go-Kart,Town - Racing,1997,23,1
6406-1,Go-Kart,Town - Racing,1997,23,1
6407-1,Fire Chief,Town - Fire,1997,26,1
6417-1,Show Jumping Event,Town - Paradisa,1997,36,1
6441-1,Deep Sea Refuge,Town - Divers,1997,449,5
6442-1,Sting Ray Explorer,Town - Divers,1997,152,3
6444-1,Outback Airstrip,Town - Outback,1997,167,3
6486-1,Fire Engine,Town - Fire,1997,66,1
6487-1,Mountain Rescue,Town - Outback,1997,68,1
6489-1,Seaside Holiday Cottage,Town - Paradisa,1997,86,2
6490-1,Amazon Crossing,Town - Outback,1997,116,1
6495-1,Time Tunnelator,Time Cruisers - Time Twisters,1997,81,1
6496-1,Whirling Time Warper,Time Cruisers - Time Twisters,1997,152,2
6497-1,Twisted Time Train,Time Cruisers - Time Twisters,1997,300,4
6499-1,Time Tunnelator,Time Cruisers - Time Twisters,1997,81,1
6547-1,Fun Fair,Town - Paradisa,1997,193,5
6548-1,Octan Gas Station,Town - City,1997,125,3
6549-1,Roadblock Runners,Town - Vehicles,1997,183,4
6550-1,Outback Racer,Town - Outback,1997,49,1
6553-1,Crisis News Crew,Town - Outback,1997,136,3
6554-1,Blaze Brigade,Town - Fire,1997,255,4
6555-1,Sea Hunter,Town - Divers,1997,30,1
6556-1,Scuba Squad,Town - Divers,1997,77,2
6557-1,Treasure Hunters,Town - Divers,1997,150,3
6558-1,Shark Cage Cove,Town - Divers,1997,187,3
6559-1,Deep Sea Bounty,Town - Divers,1997,348,5
6560-1,Diving Expedition Explorer,Town - Divers,1997,471,7
6564-1,Recycle Truck,Town - Maintenance,1997,35,1
6565-1,Construction Crew,Town - Construction,1997,78,3
6566-1,Bank,Town - City,1997,99,2
6599-1,Shark Attack,Town - Divers,1997,58,2
6706-1,Frontier Patrol,Western - Cowboys,1997,30,3
6709-1,Tribal Chief,Western - Indians,1997,16,1
6718-1,Raindance Ridge,Western - Indians,1997,74,2
6746-1,Chief's Tepee,Western - Indians,1997,134,3
6748-1,Boulder Cliff Canyon,Western - Indians,1997,256,6
6766-1,Rapid River Village,Western - Indians,1997,353,7
6790-1,Bandit with Gun,Western - Cowboys,1997,21,1
6791-1,Bandit's Wheelgun,Western - Cowboys,1997,21,1
6799-1,Showdown Canyon,Western - Cowboys,1997,75,4
6800-1,Cyber Blaster,Space - UFO,1997,20,1
6816-1,Cyber Blaster,Space - UFO,1997,20,1
6818-1,Cyborg Scout,Space - UFO,1997,36,1
6829-1,Radon Rover,Space - UFO,1997,53,1
6836-1,V-Wing Fighter,Space - UFO,1997,40,1
6900-1,Cyber Saucer,Space - UFO,1997,114,1
6915-1,Warp Wing Fighter,Space - UFO,1997,236,2
6975-1,Alien Avenger,Space - UFO,1997,369,4
6979-1,Interstellar Starfighter,Space - UFO,1997,292,3
6999-1,Cyber Saucer,Space - UFO,1997,114,1
8205-1,Bungee Blaster,Technic,1997,63,
8215-1,Gyro Copter,Technic,1997,107,
8216-1,Turbo 1,Technic,1997,97,
8222-1,VTOL,Technic,1997,138,1
8229-1,Tread Trekker,Technic,1997,185,1
8232-1,Chopper Force,Technic,1997,289,1
8250-1,Search Sub,Technic,1997,383,1
8277-1,Giant Model Set,Technic,1997,554,
8299-1,Search Sub,Technic,1997,0,1
8414-1,Mountain Rambler,Technic,1997,244,
8437-1,Future Car,Technic,1997,419,
8459-1,Pneumatic Front-End Loader,Technic,1997,591,
8479-1,Barcode Multi-Set,Technic,1997,1280,
8735-1,"Motor Set, 9V",Technic - Supplementary,1997,60,
8760-1,Search Sub CD-ROM,Gear - Digital media,1997,,
9279-1,Small Building Plates,Dacta - System,1997,9,
9291-1,Medium LEGO DACTA Basic Set,Dacta,1997,822,
9366-1,Town Set,Dacta,1997,413,
9376-1,Castle Set,Dacta - Castle,1997,321,14
9453-1,Universal School Set,Dacta,1997,716,
9615-1,Motor Add-On for Simple Mechanisms,Dacta - Technic,1997,3,
9616-1,Wheels and Axles Set,Dacta - Technic,1997,74,1
9617-1,Introducing Air Power,Dacta,1997,89,
9618-1,Structures Set,Dacta - Technic,1997,463,
